customer_id,age,gender,location,income_level,signup_date,loyalty_program,preferred_channel
C00465,18,F,Meganshire,medium,2023-01-24,0,Offline
C00466,36,F,North Brandonshire,high,2020-03-04,1,Online
C00467,50,F,Port Ashley,low,2021-02-15,0,Offline
C00468,28,Other,South Pamelaside,medium,2022-08-18,1,Both
C00469,29,M,Timothyfurt,medium,2021-03-25,1,Both
C00470,61,M,Joneston,low,2021-04-07,1,Offline
C00471,50,F,Perrymouth,low,2020-09-02,0,Online
C00472,26,F,Catherinemouth,low,2020-11-12,0,Online
C00473,34,F,Jessicastad,low,2023-08-31,1,Offline
C00474,37,Other,Port Mitchell,medium,2021-09-11,0,Offline
C00475,59,F,West Johnville,medium,2022-05-22,0,Both
C00476,25,F,Wrightville,low,2021-02-19,1,Both
C00477,50,Other,Soniachester,medium,2020-03-19,0,Both
C00478,36,F,Port Mark,medium,2021-01-20,0,Online
C00479,48,M,Jamesburgh,medium,2022-06-16,1,Offline
C00480,62,Other,Jimenezport,high,2022-02-13,0,Online
C00481,61,Other,North Sierrahaven,high,2022-02-11,0,Both
C00482,46,Other,East Brandy,medium,2021-12-11,0,Both
C00483,25,M,West Troyfort,high,2020-03-16,0,Both
C00484,52,M,Port Danielberg,low,2021-03-19,1,Online
C00485,61,M,Jessicafurt,medium,2023-10-02,1,Online
C00486,50,F,South Brettside,high,2021-07-22,1,Online
C00487,50,F,Angelaland,medium,2020-10-29,0,Both
C00488,47,Other,Duranview,high,2021-08-23,0,Offline
C00489,34,M,East Theresafurt,medium,2023-07-06,0,Online
C00490,45,F,Angelastad,medium,2021-08-02,0,Online
C00491,48,M,East Carrie,low,2023-03-18,0,Online
C00492,67,Other,North Benjaminmouth,high,2021-09-15,1,Offline
C00493,42,F,Stoneberg,high,2023-06-02,1,Offline
C00494,23,Other,West Sarah,high,2022-07-30,0,Both
C00495,40,M,South Vicki,low,2021-05-09,1,Both
C00496,26,Other,Brittneyhaven,high,2023-02-22,0,Online
C00497,37,F,Ericksonport,medium,2023-07-10,1,Both
C00498,42,M,West Markville,low,2022-01-07,1,Online
C00499,35,M,Lauratown,high,2021-10-09,0,Online
C00500,69,Other,Bakershire,medium,2022-07-16,0,Online
C00501,31,M,Lake Brett,low,2022-06-16,0,Offline
C00502,56,Other,New Cristina,medium,2022-01-16,0,Online
C00503,65,M,Hernandezbury,medium,2022-08-20,0,Both
C00504,31,M,East Andrewmouth,low,2020-02-19,1,Online
C00505,70,Other,South Hannah,medium,2021-10-12,1,Online
C00506,37,M,Salaston,high,2021-09-29,0,Offline
C00507,37,F,New Jared,low,2023-01-01,0,Both
C00508,61,F,Foxmouth,medium,2021-05-19,0,Offline
C00509,59,Other,Barrmouth,low,2020-09-26,1,Both
C00510,44,F,Ericaview,low,2022-04-28,1,Online
C00511,66,Other,Leebury,medium,2022-08-05,0,Offline
C00512,63,M,Jeffreyport,high,2021-03-09,0,Both
C00513,44,F,Janetfort,medium,2023-04-12,0,Offline
C00514,33,F,Baileyview,low,2021-05-07,0,Offline
C00515,41,M,New Ericafurt,medium,2021-03-23,0,Online
C00516,35,F,Cardenasberg,medium,2023-10-23,0,Online
C00517,30,Other,West Stephanieland,medium,2021-03-27,0,Offline
C00518,31,F,Douglasfort,low,2021-06-22,0,Online
C00519,30,Other,Port Amanda,low,2020-11-28,1,Online
C00520,62,Other,Derrickshire,medium,2023-12-20,1,Online
C00521,53,F,North Elizabeth,medium,2021-01-06,1,Offline
C00522,52,Other,Lake Jesse,low,2022-04-04,1,Offline
C00523,50,F,Riverafort,medium,2020-06-04,1,Offline
C00524,31,F,North Tamara,low,2020-06-05,0,Both
C00525,32,Other,South Denise,low,2023-12-14,1,Both
C00526,55,Other,Woodsborough,medium,2023-09-30,1,Online
C00527,30,F,Manuelton,low,2023-03-20,0,Offline
C00528,53,Other,Lake Audreyside,high,2023-11-11,1,Offline
C00529,66,F,East Robertburgh,high,2023-02-21,1,Offline
C00530,28,Other,Port Randyfort,medium,2023-12-21,0,Online
C00531,64,Other,Nancytown,medium,2020-10-16,0,Both
C00532,20,M,West Justinside,high,2021-04-08,0,Online
C00533,44,M,Smallberg,high,2022-03-25,0,Online
C00534,63,M,Nelsonville,low,2023-08-15,1,Offline
C00535,21,Other,Lake Stephen,medium,2021-05-28,1,Both
C00536,49,M,North Jill,low,2021-02-03,1,Online
C00537,19,Other,Ashleyborough,medium,2023-05-13,1,Online
C00538,50,Other,Wilcoxhaven,medium,2020-09-29,0,Online
C00539,24,Other,South Elizabethburgh,low,2021-05-24,0,Both
C00540,51,F,Morrisbury,high,2020-08-06,1,Offline
C00541,23,F,Patrickmouth,high,2020-01-11,1,Both
C00542,33,Other,Stephanieport,low,2023-03-16,0,Both
C00543,59,M,West Desireebury,low,2022-06-23,1,Offline
C00544,53,F,South Kurtfurt,low,2020-04-06,0,Both
C00545,28,M,Hannahport,medium,2022-12-01,1,Both
C00546,68,F,East Susan,medium,2021-07-24,0,Both
C00547,20,M,South Julie,low,2022-01-12,1,Offline
C00548,20,M,Robertside,medium,2022-07-29,1,Both
C00549,54,Other,Toddborough,low,2023-11-18,1,Online
C00550,31,Other,Lake Karen,low,2023-03-29,1,Online
C00551,37,M,New Seanstad,medium,2023-09-18,1,Both
C00552,52,F,North Mariahaven,low,2020-05-01,0,Both
C00553,64,M,East Mark,medium,2020-11-10,1,Online
C00554,24,F,Wilsonborough,low,2022-03-19,0,Offline
C00555,56,Other,Davishaven,high,2023-01-18,1,Offline
C00556,19,Other,South Davidchester,low,2021-11-23,1,Offline
C00557,32,F,New Stevenport,medium,2021-12-10,1,Offline
C00558,29,Other,South Jonathantown,medium,2023-01-28,1,Online
C00559,67,Other,New Charles,low,2023-03-04,0,Both
C00560,22,M,Isabellaside,low,2021-10-20,1,Both
C00561,68,Other,South Anthonychester,low,2020-04-03,1,Offline
C00562,41,M,Port Darlene,low,2020-10-06,1,Offline
C00563,41,F,Brooksfurt,low,2023-02-06,0,Online
C00564,45,F,Bennettside,medium,2021-11-27,1,Online
C00565,19,M,Davidside,low,2020-07-25,0,Both
C00566,56,F,Lake Tiffany,high,2021-09-02,0,Offline
C00567,44,F,Port Andrewport,medium,2023-07-20,0,Both
C00568,51,M,Patelbury,medium,2021-12-20,0,Online
C00569,35,F,Reedview,low,2021-01-19,0,Online
C00570,28,F,North Lisachester,low,2020-10-19,1,Offline
C00571,68,M,East Jamieville,low,2022-08-13,0,Both
C00572,58,F,South Carlaton,medium,2022-07-11,0,Offline
C00573,24,M,South Scottside,low,2021-01-15,1,Offline
C00574,57,F,East Williamport,high,2020-12-03,1,Offline
C00575,39,F,Barbaramouth,high,2020-12-29,0,Offline
C00576,38,Other,Nancyhaven,high,2021-01-03,0,Offline
C00577,38,M,Turnerton,high,2020-12-09,1,Offline
C00578,65,Other,Lake Erika,medium,2022-05-14,0,Offline
C00579,42,F,Williamsstad,high,2022-05-13,1,Offline
C00580,25,Other,Floydmouth,low,2022-09-26,0,Both
C00581,67,Other,Russellport,low,2022-12-17,1,Both
C00582,31,F,Port Amanda,medium,2021-08-07,0,Offline
C00583,61,F,West Meredith,low,2021-01-09,1,Online
C00584,34,Other,Melendezside,low,2020-08-12,1,Offline
C00585,22,F,Grantberg,high,2021-10-03,1,Both
C00586,43,Other,West James,medium,2021-08-26,1,Both
C00587,20,F,South Melanieland,medium,2022-10-01,0,Online
C00588,67,M,North Joseph,medium,2022-04-12,1,Online
C00589,59,Other,Port Charlesshire,low,2022-11-12,1,Offline
C00590,68,F,South Jason,low,2023-01-30,0,Offline
C00591,32,Other,Kevintown,medium,2023-11-10,0,Offline
C00592,41,F,Lake David,medium,2020-11-25,0,Offline
C00593,19,F,Rochaborough,low,2023-03-17,1,Online
C00594,25,Other,New Marc,low,2021-09-08,1,Offline
C00595,47,M,Owensstad,medium,2021-03-15,1,Offline
C00596,24,F,Michaelfort,medium,2021-04-24,1,Offline
C00597,22,F,Port Tinafort,low,2021-12-24,0,Online
C00598,39,Other,Robinstad,low,2023-03-29,0,Both
C00599,33,Other,Williamsbury,low,2021-05-01,0,Offline
C00600,53,F,North Jose,high,2023-02-25,0,Offline
C00601,58,M,Phillipsborough,low,2023-12-23,1,Offline
C00602,19,Other,South Ashley,medium,2021-05-27,0,Offline
C00603,55,F,Piercemouth,low,2021-01-16,0,Online
C00604,35,Other,Levyfort,high,2021-02-03,0,Both
C00605,24,Other,Lake Laura,low,2021-12-16,1,Online
C00606,47,M,Lake Amy,low,2020-09-19,1,Both
C00607,58,F,New Arthurland,medium,2020-10-12,1,Both
C00608,25,F,Port Adamberg,low,2023-06-24,1,Both
C00609,29,Other,North Jasmine,medium,2023-08-01,1,Both
C00610,55,M,New Stephen,medium,2020-01-15,1,Online
C00611,33,F,Hopkinstown,low,2020-04-03,1,Both
C00612,27,Other,Smithhaven,low,2020-01-11,0,Both
C00613,42,F,Amandaport,low,2023-01-26,0,Both
C00614,28,F,Drakeburgh,low,2020-01-27,0,Offline
C00615,46,Other,New Eduardoborough,low,2020-06-15,1,Online
C00616,49,M,Lisaview,low,2022-08-20,1,Both
C00617,50,Other,Millerfurt,medium,2023-05-19,1,Offline
C00618,63,F,Lake Jeremiah,medium,2021-12-14,0,Both
C00619,19,M,Lake Victoriaton,low,2022-11-28,1,Online
C00620,52,F,Grayside,low,2020-05-25,1,Both
C00621,65,F,Lake Albertburgh,medium,2022-01-09,0,Both
C00622,25,F,Brucemouth,medium,2020-05-08,1,Both
C00623,70,M,New Samanthabury,medium,2022-05-29,1,Both
C00624,31,F,Nelsonland,low,2020-11-24,0,Offline
C00625,20,F,Rachelshire,low,2022-11-29,0,Offline
C00626,25,M,East Sarahmouth,low,2022-10-19,1,Both
C00627,57,Other,New Douglas,medium,2020-01-25,0,Online
C00628,70,M,Hickmanport,high,2023-06-28,1,Both
C00629,35,Other,New Mary,medium,2020-09-09,1,Both
C00630,36,F,Patrickberg,medium,2021-08-27,0,Online
C00631,66,F,New Juliestad,high,2023-05-12,1,Both
C00632,26,Other,South Jesseland,high,2020-03-24,0,Online
C00633,63,F,Novakmouth,high,2021-06-13,1,Offline
C00634,27,Other,Kristenmouth,medium,2020-02-16,1,Offline
C00635,46,M,West Angela,medium,2022-02-01,0,Offline
C00636,50,Other,Lopezshire,low,2021-08-06,1,Offline
C00637,49,F,Millerport,medium,2022-10-23,0,Both
C00638,47,Other,Lake Charles,medium,2023-05-24,1,Online
C00639,68,Other,South Jennifer,low,2021-02-20,1,Online
C00640,49,F,Lake Peter,low,2022-09-11,1,Offline
C00641,53,Other,North Adamport,low,2021-07-14,1,Offline
C00642,61,M,Kathleenville,low,2021-11-21,1,Online
C00643,25,M,East Ryanside,medium,2020-07-24,0,Offline
C00644,30,Other,Garcialand,high,2022-05-11,1,Online
C00645,35,M,New Carlymouth,medium,2021-07-03,1,Online
C00646,41,Other,Smithchester,high,2023-09-03,0,Online
C00647,43,Other,Lake Rachelbury,low,2021-08-25,0,Offline
C00648,59,M,Lake Oscar,medium,2022-06-07,0,Online
C00649,48,M,Kevinfort,low,2020-08-03,0,Both
C00650,61,F,East Ryanchester,low,2020-08-14,1,Online
C00651,45,Other,Pattonstad,low,2021-04-10,0,Online
C00652,42,M,Lake Colleen,medium,2021-01-26,0,Online
C00653,38,F,South Daniel,high,2022-07-11,0,Offline
C00654,67,M,South Martinfurt,medium,2021-04-18,0,Online
C00655,51,Other,Scottchester,low,2023-06-03,0,Offline
C00656,40,Other,West Malik,low,2023-06-20,0,Offline
C00657,57,Other,South Leon,medium,2022-12-16,0,Online
C00658,24,M,Kellyfort,medium,2021-09-10,1,Offline
C00659,45,F,West Nicholas,medium,2022-06-13,0,Offline
C00660,59,M,Diazshire,low,2023-06-22,1,Both
C00661,19,Other,Lake Katrina,high,2020-11-06,0,Both
C00662,56,Other,Hahnborough,low,2020-02-11,1,Offline
C00663,59,M,Marieland,medium,2021-11-12,0,Offline
C00664,42,M,Chambersberg,low,2023-06-26,0,Both
C00665,18,F,Johnberg,high,2022-09-10,0,Offline
C00666,54,F,Mccormickland,low,2023-01-16,0,Offline
C00667,67,M,Aguilarside,low,2021-11-28,0,Online
C00668,34,M,Stephensstad,low,2022-02-25,0,Offline
C00669,50,F,North Kaylastad,medium,2022-12-25,1,Offline
C00670,62,F,New Tonyafurt,low,2020-09-15,0,Offline
C00671,23,F,Tammychester,low,2023-03-15,0,Online
C00672,52,F,North Jonathanhaven,low,2020-06-13,0,Offline
C00673,62,F,South Neil,medium,2023-03-06,0,Online
C00674,33,M,West Whitney,high,2021-12-20,0,Offline
C00675,57,Other,West Robertland,low,2022-01-19,0,Online
C00676,18,Other,West Larry,low,2020-06-29,0,Online
C00677,49,F,New Timothy,medium,2021-12-08,1,Online
C00678,41,M,South Jennifermouth,medium,2022-01-09,1,Both
C00679,25,M,West Bradleyville,low,2021-05-10,1,Offline
C00680,51,M,Deborahburgh,low,2020-02-05,0,Offline
C00681,47,Other,New Greg,low,2023-12-15,1,Both
C00682,28,F,Anitamouth,low,2020-09-05,0,Both
C00683,61,Other,Sotoburgh,low,2020-12-26,0,Online
C00684,18,M,Fosterborough,low,2022-09-21,1,Offline
C00685,27,M,Priceborough,high,2021-11-29,0,Both
C00686,69,Other,Karenland,medium,2020-11-15,1,Online
C00687,38,M,Port Monicaburgh,medium,2022-06-15,1,Offline
C00688,70,M,Jamesville,medium,2021-07-22,0,Both
C00689,61,M,Rosemouth,low,2021-02-11,0,Offline
C00690,22,F,Carrshire,high,2022-07-16,1,Offline
C00691,23,Other,Michaelmouth,medium,2020-06-26,1,Online
C00692,36,Other,Port Emily,medium,2022-08-17,0,Offline
C00693,41,Other,Samanthashire,high,2023-05-28,0,Both
C00694,52,M,West David,low,2020-05-11,1,Online
C00695,32,Other,East Nathanielberg,low,2021-04-19,0,Offline
C00696,18,Other,Barnesberg,low,2022-03-04,1,Online
C00697,31,Other,Hendersonfort,high,2022-06-11,1,Offline
C00698,21,M,New Garrett,medium,2022-09-14,0,Online
C00699,32,Other,East Leonard,medium,2021-03-24,1,Offline
C00700,65,M,Port Michaeltown,medium,2021-12-01,0,Both
C00701,70,F,East Lisa,low,2022-01-22,0,Offline
C00702,60,M,Ortizfort,low,2022-05-22,1,Offline
C00703,69,F,Burnsland,medium,2021-10-07,1,Offline
C00704,46,F,Port Kathleenport,low,2022-05-28,0,Online
C00705,67,Other,Jeffreyport,low,2020-02-20,0,Online
C00706,46,F,Cunninghamfort,low,2020-09-18,0,Both
C00707,40,M,New Dannyside,medium,2022-05-03,1,Offline
C00708,25,M,Amberton,low,2023-07-02,1,Both
C00709,62,Other,Paynechester,low,2023-03-26,1,Online
C00710,23,Other,West Nancy,low,2020-06-08,1,Offline
C00711,50,M,Bakerland,medium,2020-02-20,1,Online
C00712,19,F,Port Lisaborough,high,2021-11-13,0,Online
C00713,47,M,Michellechester,high,2023-06-13,0,Online
C00714,18,M,Port Jamie,high,2020-09-14,0,Online
C00715,30,F,New Michaelview,low,2020-11-17,0,Both
C00716,55,F,West Tiffany,high,2022-07-16,0,Online
C00717,22,M,Ashleyhaven,high,2021-03-30,1,Online
C00718,23,F,East Sydneychester,low,2023-10-30,1,Online
C00719,28,Other,West Michelleberg,medium,2023-11-28,1,Offline
C00720,19,F,East Dustin,medium,2022-12-25,0,Offline
C00721,31,M,Port Megan,low,2021-05-15,1,Online
C00722,20,Other,Thomasview,medium,2021-09-02,0,Both
C00723,36,F,Brooksland,medium,2022-09-02,1,Online
C00724,23,F,South Zacharyview,low,2022-09-11,1,Online
C00725,59,Other,Shawnfort,low,2022-12-15,0,Offline
C00726,68,Other,Port Kimland,low,2021-05-23,1,Offline
C00727,54,Other,Reidstad,low,2023-02-09,1,Online
C00728,19,F,Port Amandaborough,medium,2023-08-13,0,Offline
C00729,21,F,South Joseph,medium,2021-10-29,0,Online
C00730,24,M,Matthewshire,medium,2023-07-10,1,Both
C00731,70,Other,Kramerton,low,2020-07-21,0,Both
C00732,69,F,Lake Kristenmouth,low,2020-03-12,0,Online
C00733,33,Other,Port Ericmouth,low,2020-01-26,1,Both
C00734,19,Other,Harrisberg,medium,2020-01-02,0,Both
C00735,30,F,Erikview,medium,2023-10-02,0,Offline
C00736,20,M,Johnstad,low,2020-05-24,0,Online
C00737,51,F,North Randy,low,2022-10-29,0,Online
C00738,39,Other,South Diana,low,2021-04-19,1,Online
C00739,19,M,North Jasonland,medium,2022-12-29,0,Online
C00740,51,F,New Erin,high,2020-07-25,1,Both
C00741,60,F,Lake Matthewville,medium,2020-01-15,1,Offline
C00742,38,M,Bensonfort,high,2023-08-29,1,Both
C00743,49,Other,South Christopher,low,2020-04-20,1,Online
C00744,60,Other,North Lawrenceport,high,2023-06-06,1,Offline
C00745,64,Other,Ayalaberg,low,2020-08-01,0,Both
C00746,18,Other,North Alyssa,high,2022-09-23,1,Both
C00747,20,M,South Michael,medium,2020-01-14,0,Both
C00748,54,M,South Christina,high,2020-11-26,0,Offline
C00749,65,M,North Peggy,low,2021-11-18,1,Online
C00750,58,M,New Jessicastad,high,2020-08-05,1,Offline
C00751,18,F,Kyliebury,low,2021-10-29,0,Offline
C00752,34,M,East Angelaport,medium,2021-03-06,0,Offline
C00753,46,Other,Port Melanieport,medium,2023-04-25,0,Offline
C00754,49,F,Lake Peter,low,2020-11-15,1,Online
C00755,48,Other,Port Rachaelbury,medium,2022-09-30,0,Online
C00756,46,M,Rodriguezfort,medium,2022-02-07,0,Offline
C00757,19,F,New Pamelatown,low,2022-09-18,0,Online
C00758,39,M,Davidshire,high,2021-07-14,0,Both
C00759,22,Other,Amyburgh,high,2021-10-15,0,Offline
C00760,56,Other,Bestland,high,2023-03-30,0,Offline
C00761,59,M,North Joseton,medium,2020-01-26,1,Online
C00762,21,M,Port Raymondport,low,2023-12-04,0,Offline
C00763,62,Other,Hendersonfurt,medium,2022-09-03,1,Both
C00764,36,F,West Christopher,low,2020-05-08,0,Offline
C00765,54,Other,Port Eric,high,2020-05-02,0,Online
C00766,41,M,Willisland,medium,2021-05-22,1,Both
C00767,58,Other,Blairbury,medium,2021-04-26,0,Online
C00768,31,M,North Sandy,medium,2020-03-30,0,Offline
C00769,25,F,Salazarton,medium,2020-06-29,1,Offline
C00770,60,F,North Alexander,low,2021-04-25,1,Online
C00771,41,F,East Tylerstad,low,2020-08-01,1,Online
C00772,34,F,Garyberg,medium,2022-03-23,0,Offline
C00773,54,M,Jessicaville,low,2023-03-10,0,Online
C00774,60,F,West Lindsayview,high,2023-04-13,1,Both
C00775,32,Other,West Jennifershire,low,2022-03-24,1,Both
C00776,44,Other,South Spencerstad,medium,2022-09-01,1,Both
C00777,33,F,Villarrealburgh,low,2020-03-27,1,Both
C00778,20,Other,West Kerri,medium,2021-07-25,0,Online
C00779,66,F,East Joycetown,low,2023-10-21,0,Online
C00780,69,M,East Brandonstad,low,2020-03-09,1,Online
C00781,61,F,East Sarah,low,2021-08-17,0,Both
C00782,34,F,New Lindachester,high,2023-08-25,0,Online
C00783,42,Other,Johnmouth,low,2020-12-14,1,Offline
C00784,51,F,New Nathanhaven,high,2021-02-25,0,Both
C00785,57,Other,East Jeffreyhaven,medium,2022-11-11,1,Online
C00786,44,M,Jonesmouth,low,2020-03-12,0,Online
C00787,54,M,Kiaraport,medium,2023-09-07,1,Offline
C00788,34,F,New Stephenstad,medium,2021-05-23,1,Online
C00789,29,F,Anneport,medium,2020-11-07,1,Online
C00790,43,F,South Micheal,medium,2023-02-22,0,Both
C00791,48,F,Lake Rachel,high,2022-02-05,0,Offline
C00792,70,F,East Adam,low,2023-03-27,1,Both
C00793,61,M,East Ambertown,high,2021-09-28,0,Online
C00794,37,Other,Port Dianeport,medium,2021-06-04,1,Offline
C00795,64,F,New Tonya,medium,2020-06-10,0,Online
C00796,46,M,Woodwardberg,high,2021-10-14,1,Both
C00797,49,Other,Christopherbury,high,2023-01-10,0,Both
C00798,68,M,Haynesstad,low,2023-10-25,1,Online
C00799,67,Other,New Codyberg,high,2021-12-13,0,Online
C00800,30,M,Jonesshire,high,2022-09-16,0,Online
C00801,47,M,Batesberg,high,2020-04-06,0,Offline
C00802,41,F,Josemouth,medium,2021-01-02,0,Both
C00803,19,M,Haynesmouth,low,2023-12-09,1,Online
C00804,48,Other,Nelsonland,medium,2021-05-09,1,Online
C00805,34,Other,Port Kayla,high,2020-11-10,0,Offline
C00806,19,F,North Frank,low,2020-06-18,0,Online
C00807,59,M,Richardside,medium,2021-12-24,1,Both
C00808,44,Other,South Kyle,low,2021-07-10,0,Offline
C00809,26,Other,North Ericport,low,2021-02-15,0,Online
C00810,34,Other,East Marymouth,high,2023-07-07,1,Both
C00811,63,Other,Lake Johnstad,low,2020-08-18,1,Offline
C00812,47,F,Lake Kentburgh,low,2021-09-07,1,Both
C00813,51,Other,Bondside,low,2020-02-18,0,Online
C00814,50,Other,North Steven,high,2023-03-08,1,Both
C00815,59,Other,North Alexander,medium,2023-06-02,1,Both
C00816,24,F,East James,low,2023-07-13,1,Both
C00817,38,F,Ginaland,low,2021-09-14,1,Online
C00818,27,Other,Samanthaland,medium,2022-06-23,0,Both
C00819,43,Other,East Rachelmouth,low,2020-02-03,0,Both
C00820,19,Other,North Rebecca,medium,2023-06-11,1,Offline
C00821,44,F,Davidmouth,low,2023-07-12,0,Both
C00822,63,Other,New Ryan,high,2020-03-19,1,Both
C00823,63,M,Crawfordfurt,medium,2023-01-30,1,Both
C00824,40,Other,Thompsonborough,low,2022-11-27,0,Both
C00825,53,M,West Joshua,low,2023-11-12,1,Online
C00826,65,F,North Christina,medium,2023-10-04,0,Both
C00827,39,Other,Lake Kenneth,low,2022-08-16,1,Online
C00828,65,F,Brownview,medium,2021-10-02,1,Offline
C00829,34,Other,South James,low,2021-08-17,0,Offline
C00830,21,Other,Lake Virginia,medium,2023-10-06,0,Offline
C00831,30,Other,South Kimberlystad,low,2022-04-24,1,Both
C00832,37,F,Coopershire,low,2022-01-15,0,Online
C00833,30,F,Paulburgh,medium,2022-02-19,1,Online
C00834,38,Other,Carlatown,low,2020-02-10,0,Offline
C00835,39,Other,Brianfort,high,2023-10-23,1,Both
C00836,21,M,Katiebury,medium,2022-04-02,0,Online
C00837,54,M,East Dianeview,medium,2020-09-04,0,Online
C00838,57,F,Port Wendybury,medium,2022-04-09,1,Offline
C00839,48,F,Kellyburgh,low,2022-06-13,0,Both
C00840,41,M,New Louis,high,2020-09-30,0,Online
C00841,61,M,Robintown,medium,2023-02-20,0,Online
C00842,62,F,Staceyshire,low,2022-12-28,0,Offline
C00843,50,Other,Port Vanessa,low,2020-08-08,0,Online
C00844,37,F,Weaverburgh,medium,2023-10-01,1,Offline
C00845,61,M,North Brianbury,low,2022-01-31,1,Offline
C00846,66,M,Smithborough,low,2020-01-31,1,Online
C00847,32,M,West Jennifer,medium,2023-06-06,0,Online
C00848,64,M,Brianberg,medium,2023-11-28,0,Online
C00849,41,Other,Port Daniel,medium,2022-06-30,0,Offline
C00850,58,F,Susanstad,medium,2022-03-28,0,Both
C00851,21,Other,Willismouth,low,2022-12-30,0,Online
C00852,62,M,Derekburgh,medium,2021-04-13,1,Online
C00853,53,F,Connerfort,medium,2023-02-11,0,Online
C00854,62,Other,Grantside,medium,2022-10-05,1,Offline
C00855,60,M,Jeffreyshire,medium,2022-12-13,1,Both
C00856,56,Other,South Kurt,low,2023-06-19,0,Both
C00857,64,Other,Davidtown,low,2022-12-05,0,Online
C00858,49,M,Rosalesshire,medium,2022-12-26,1,Both
C00859,30,F,New Lucas,medium,2020-02-20,1,Online
C00860,20,Other,Lake Ariana,medium,2023-06-10,0,Both
C00861,48,F,Taylorland,low,2023-12-26,0,Both
C00862,23,M,Toniburgh,high,2021-01-04,1,Online
C00863,23,Other,Port Jennamouth,low,2022-09-15,0,Offline
C00864,59,M,West Jasonland,medium,2021-11-24,1,Offline
C00865,47,M,Kristintown,low,2021-06-28,0,Online
C00866,36,F,Kimchester,high,2020-03-15,1,Offline
C00867,65,M,Snyderfurt,low,2020-09-15,0,Online
C00868,26,Other,Garciafort,medium,2021-06-29,1,Offline
C00869,46,Other,East Shannon,low,2023-05-10,0,Offline
C00870,70,F,West Andrewview,low,2023-05-26,1,Offline
C00871,47,F,West Georgefurt,high,2020-06-11,1,Offline
C00872,59,M,New Shellyland,low,2020-09-06,0,Online
C00873,24,F,Bushchester,high,2021-06-08,1,Both
C00874,61,F,New Pamela,low,2022-10-12,1,Offline
C00875,57,M,North Markborough,high,2020-09-01,0,Offline
C00876,49,M,Donnaport,high,2021-09-27,1,Online
C00877,22,F,North Philipside,medium,2021-01-04,0,Both
C00878,61,Other,Hernandezstad,medium,2023-07-28,0,Both
C00879,39,Other,Millerfort,medium,2020-01-06,0,Offline
C00880,60,Other,North Jamieport,low,2020-11-06,1,Both
C00881,61,Other,Anthonyport,low,2020-05-07,0,Online
C00882,59,M,Ruizview,medium,2023-05-04,1,Offline
C00883,28,M,Lopezfurt,medium,2020-05-21,1,Online
C00884,39,F,South Bradley,low,2021-07-27,0,Both
C00885,59,F,Bakerview,medium,2021-11-14,0,Online
C00886,47,F,East Karenville,high,2022-05-26,1,Online
C00887,49,F,Lindseychester,low,2020-05-13,1,Both
C00888,59,M,New Bruce,low,2023-03-21,1,Online
C00889,53,Other,Sheppardfort,low,2021-08-24,0,Both
C00890,57,Other,South Kent,low,2022-06-08,0,Both
C00891,60,F,New Ashleyhaven,high,2021-09-05,1,Online
C00892,70,M,North Stacy,high,2023-05-28,1,Both
C00893,67,Other,East Teresa,medium,2021-11-28,1,Both
C00894,46,M,East Brad,low,2023-06-09,0,Online
C00895,39,F,Harrisberg,high,2020-05-01,1,Both
C00896,51,F,Luisland,medium,2023-07-19,0,Online
C00897,49,M,Hawkinsside,high,2020-05-15,1,Online
C00898,34,Other,Apriltown,low,2021-05-21,0,Offline
C00899,31,F,Rodriguezberg,high,2023-05-06,0,Both
C00900,39,M,North Annaville,medium,2020-08-18,0,Both
C00901,61,Other,Mikaylastad,low,2023-05-05,1,Offline
C00902,60,Other,Bakerfort,high,2023-09-25,0,Offline
C00903,18,Other,Johnsonview,medium,2022-06-07,1,Both
C00904,48,Other,New Charlotte,medium,2021-09-17,0,Both
C00905,55,M,Williamsmouth,medium,2022-12-13,0,Online
C00906,42,Other,North Julie,medium,2022-12-08,1,Both
C00907,42,F,Pennytown,high,2023-12-01,0,Offline
C00908,43,F,Larryfort,high,2021-06-08,1,Online
C00909,26,F,Port Jeremyport,medium,2023-08-26,1,Both
C00910,53,F,Schroedermouth,medium,2023-03-01,0,Online
C00911,31,Other,Jacobsland,medium,2021-02-22,1,Both
C00912,26,Other,Lewischester,medium,2020-10-18,0,Both
C00913,52,Other,Malonestad,medium,2023-02-25,0,Offline
C00914,53,F,New Laceyland,medium,2023-06-29,1,Both
C00915,65,Other,Taylorhaven,low,2021-04-28,1,Online
C00916,51,M,East Jamesborough,low,2023-09-27,0,Online
C00917,60,M,East Antonioton,low,2023-07-24,0,Offline
C00918,61,F,Janetview,low,2023-11-27,0,Both
C00919,68,F,Wagnerville,low,2021-07-26,0,Offline
C00920,70,F,East Nathanmouth,low,2022-11-24,0,Both
C00921,59,Other,Matthewsstad,low,2020-10-02,1,Both
C00922,60,M,Port Patricia,high,2021-06-18,1,Offline
C00923,68,Other,West Anthonyton,low,2023-03-09,0,Online
C00924,65,F,Port Jeffrey,low,2020-09-10,1,Online
C00925,58,Other,West Denise,medium,2020-12-15,1,Both
C00926,52,Other,Port Kimberlytown,medium,2022-03-08,0,Offline
C00927,46,M,Lake Glen,high,2022-01-06,0,Online
C00928,29,Other,East Johnnyport,medium,2023-05-29,1,Online
C00929,45,F,Rodneyfurt,medium,2023-01-12,0,Online
C00930,55,F,Stephenborough,low,2023-08-15,1,Both
