transaction_id,customer_id,transaction_date,product_category,brand_type,payment_method,quantity,price_per_unit,discount_applied,total_amount
T0001654,C01116,2024-03-17,C-Type Cable,third_party,Card,1,300,1,300.0
T0001655,C01813,2021-11-16,Snacks,third_party,Card,1,50,1,50.0
T0001656,C00070,2024-04-19,Toothpaste,third_party,Card,1,80,0,80.0
T0001657,C01432,2022-04-13,Soap,third_party,UPI/Wallet,1,40,1,40.0
T0001658,C01158,2023-06-26,C-Type Cable,third_party,Card,15,300,0,4050.0
T0001659,C01301,2022-01-25,Earphones,third_party,UPI/Wallet,1,600,1,600.0
T0001660,C00422,2022-01-15,Rice,third_party,UPI/Wallet,1,60,0,54.0
T0001661,C00717,2024-06-12,Snacks,private,Card,1,50,0,50.0
T0001662,C00481,2022-06-29,Snacks,third_party,UPI/Wallet,2,50,1,100.0
T0001663,C00715,2021-04-29,Toothpaste,third_party,Card,1,80,1,80.0
T0001664,C01792,2023-12-04,Toothpaste,third_party,Card,1,80,0,80.0
T0001665,C00626,2024-04-26,Earphones,private,UPI/Wallet,1,600,0,600.0
T0001666,C00497,2023-08-01,Toothpaste,private,Cash,1,80,1,80.0
T0001667,C00541,2021-05-22,Rice,third_party,UPI/Wallet,2,60,0,108.0
T0001668,C00098,2022-05-02,Earphones,private,UPI/Wallet,1,600,1,600.0
T0001669,C00448,2023-12-08,Earphones,third_party,UPI/Wallet,1,600,1,540.0
T0001670,C00323,2023-05-08,Snacks,third_party,UPI/Wallet,15,50,1,675.0
T0001671,C01416,2022-11-08,Shampoo,private,Cash,1,120,1,120.0
T0001672,C01842,2024-04-07,Laptop Case,private,UPI/Wallet,1,800,1,800.0
T0001673,C00968,2021-10-18,Earphones,private,Cash,3,600,0,1620.0
T0001674,C00619,2024-04-28,Toothpaste,third_party,Card,3,80,0,216.0
T0001675,C01252,2024-03-16,Soap,third_party,Cash,3,40,1,108.0
T0001676,C01595,2024-07-21,Snacks,private,Card,5,50,1,250.0
T0001677,C01083,2022-03-07,Earphones,third_party,Card,1,600,1,600.0
T0001678,C01138,2024-06-22,C-Type Cable,third_party,UPI/Wallet,1,300,0,300.0
T0001679,C00535,2021-12-24,Oil,third_party,UPI/Wallet,1,200,1,200.0
T0001680,C00454,2024-07-04,Snacks,private,UPI/Wallet,10,50,1,450.0
T0001681,C00420,2024-05-23,Toothpaste,third_party,Card,1,80,0,80.0
T0001682,C01518,2024-07-24,Shampoo,private,Card,1,120,1,120.0
T0001683,C00543,2022-11-10,C-Type Cable,private,Card,1,300,0,300.0
T0001684,C01463,2023-02-09,Earphones,third_party,UPI/Wallet,2,600,1,1200.0
T0001685,C01107,2023-07-03,Rice,private,UPI/Wallet,3,60,1,180.0
T0001686,C01838,2023-08-28,Shampoo,third_party,UPI/Wallet,1,120,0,108.0
T0001687,C01649,2023-09-03,Snacks,third_party,Card,15,50,1,675.0
T0001688,C00540,2022-01-21,Soap,third_party,Card,1,40,0,36.0
T0001689,C01099,2023-07-25,Oil,third_party,UPI/Wallet,1,200,1,200.0
T0001690,C00693,2024-03-19,Shampoo,third_party,Cash,1,120,0,120.0
T0001691,C01066,2024-06-29,Shampoo,third_party,Cash,1,120,0,108.0
T0001692,C00822,2023-12-06,Earphones,third_party,Cash,1,600,0,540.0
T0001693,C00405,2024-02-06,Toothpaste,third_party,UPI/Wallet,1,80,0,80.0
T0001694,C00877,2021-12-17,Chair,third_party,Card,3,1500,1,4050.0
T0001695,C00980,2023-02-21,Earphones,third_party,Card,3,600,0,1800.0
T0001696,C00117,2022-09-06,Shampoo,private,Cash,1,120,0,120.0
T0001697,C00355,2022-04-29,Soap,third_party,Card,1,40,1,36.0
T0001698,C00060,2022-06-02,Soap,private,Cash,10,40,0,360.0
T0001699,C00607,2021-04-03,Chair,private,UPI/Wallet,15,1500,0,20250.0
T0001700,C01470,2020-11-08,Shampoo,third_party,Cash,2,120,1,216.0
T0001701,C00765,2023-03-25,Rice,third_party,Card,5,60,1,300.0
T0001702,C01120,2024-05-23,Chair,third_party,Card,15,1500,1,22500.0
T0001703,C00534,2024-03-31,C-Type Cable,private,UPI/Wallet,3,300,0,900.0
T0001704,C00103,2023-12-06,C-Type Cable,third_party,UPI/Wallet,1,300,1,270.0
T0001705,C01388,2024-07-05,Chair,third_party,Cash,1,1500,0,1350.0
T0001706,C01227,2022-10-06,Rice,third_party,UPI/Wallet,1,60,1,60.0
T0001707,C01553,2023-10-22,Laptop Case,private,UPI/Wallet,1,800,0,800.0
T0001708,C00995,2021-01-08,Soap,third_party,Cash,1,40,0,36.0
T0001709,C00174,2023-03-28,Snacks,third_party,Card,1,50,0,50.0
T0001710,C00710,2024-06-29,Laptop Case,third_party,UPI/Wallet,10,800,0,8000.0
T0001711,C01825,2024-03-24,Snacks,third_party,Card,1,50,1,50.0
T0001712,C01635,2023-05-06,Soap,third_party,UPI/Wallet,1,40,1,40.0
T0001713,C00365,2023-05-16,Earphones,private,Cash,5,600,1,2700.0
T0001714,C00360,2023-05-06,Shampoo,third_party,UPI/Wallet,10,120,1,1200.0
T0001715,C01142,2020-09-09,Chair,private,Card,1,1500,0,1350.0
T0001716,C00770,2023-10-28,Shampoo,third_party,Card,1,120,1,120.0
T0001717,C00394,2024-04-14,Soap,third_party,UPI/Wallet,1,40,0,40.0
T0001718,C00594,2022-06-29,Toothpaste,private,Cash,5,80,1,400.0
T0001719,C01063,2023-12-27,Chair,third_party,Card,1,1500,0,1500.0
T0001720,C00043,2024-02-11,Shampoo,private,UPI/Wallet,1,120,1,120.0
T0001721,C01402,2023-11-02,Oil,private,Card,3,200,0,600.0
T0001722,C00918,2024-04-16,Chair,private,Cash,2,1500,1,3000.0
T0001723,C01348,2024-07-21,Soap,private,UPI/Wallet,5,40,1,200.0
T0001724,C00549,2024-01-06,Shampoo,third_party,Card,1,120,0,108.0
T0001725,C00735,2024-04-20,Earphones,private,Card,1,600,1,600.0
T0001726,C00291,2023-04-05,Earphones,private,UPI/Wallet,2,600,0,1080.0
T0001727,C00586,2022-02-07,Snacks,private,Card,10,50,0,450.0
T0001728,C01212,2022-03-24,Oil,private,UPI/Wallet,2,200,1,400.0
T0001729,C00501,2022-06-30,Chair,third_party,UPI/Wallet,3,1500,1,4050.0
T0001730,C01275,2024-06-26,Toothpaste,third_party,Cash,15,80,1,1200.0
T0001731,C00687,2024-05-30,Toothpaste,third_party,UPI/Wallet,1,80,1,72.0
T0001732,C00420,2023-09-19,Snacks,private,Cash,1,50,0,50.0
T0001733,C01095,2023-05-24,Soap,third_party,UPI/Wallet,1,40,0,36.0
T0001734,C00311,2022-07-08,Snacks,third_party,Cash,1,50,1,50.0
T0001735,C01048,2023-09-02,Snacks,third_party,Card,1,50,1,50.0
T0001736,C00823,2024-02-22,Toothpaste,third_party,UPI/Wallet,1,80,0,80.0
T0001737,C00537,2024-05-01,Laptop Case,third_party,Card,1,800,0,800.0
T0001738,C01380,2021-10-19,Rice,private,UPI/Wallet,1,60,1,60.0
T0001739,C01075,2023-06-22,Chair,private,Card,1,1500,1,1500.0
T0001740,C00578,2022-12-26,C-Type Cable,third_party,Cash,3,300,1,900.0
T0001741,C00446,2023-11-29,Toothpaste,third_party,Cash,1,80,1,80.0
T0001742,C00367,2022-04-11,Snacks,private,UPI/Wallet,1,50,0,45.0
T0001743,C00335,2024-02-20,Earphones,private,Cash,1,600,1,600.0
T0001744,C01921,2023-04-26,Laptop Case,third_party,UPI/Wallet,1,800,0,720.0
T0001745,C01767,2022-07-05,Earphones,third_party,Card,3,600,1,1800.0
T0001746,C01079,2023-07-19,Snacks,third_party,Cash,1,50,0,50.0
T0001747,C00041,2022-11-11,Rice,private,Card,1,60,0,60.0
T0001748,C01527,2021-09-24,Shampoo,third_party,Card,1,120,0,120.0
T0001749,C01105,2024-08-26,Oil,private,Cash,1,200,0,200.0
T0001750,C00096,2024-06-05,Oil,third_party,UPI/Wallet,1,200,0,200.0
T0001751,C00004,2022-03-26,Oil,third_party,Card,1,200,0,200.0
T0001752,C01157,2024-04-27,Earphones,private,UPI/Wallet,1,600,1,540.0
T0001753,C00937,2024-02-19,C-Type Cable,third_party,Cash,5,300,0,1500.0
T0001754,C01028,2023-07-08,Earphones,third_party,Cash,2,600,0,1200.0
T0001755,C00835,2024-03-17,Snacks,third_party,UPI/Wallet,2,50,1,90.0
T0001756,C00932,2022-09-25,Snacks,private,Cash,1,50,0,50.0
T0001757,C00389,2024-01-16,Shampoo,third_party,Cash,3,120,0,360.0
T0001758,C00313,2023-05-22,Snacks,third_party,UPI/Wallet,3,50,0,150.0
T0001759,C00383,2023-01-20,Chair,third_party,Cash,2,1500,1,3000.0
T0001760,C01921,2022-11-29,Rice,third_party,Card,5,60,1,270.0
T0001761,C00089,2022-07-17,C-Type Cable,third_party,UPI/Wallet,2,300,0,540.0
T0001762,C01841,2024-05-25,Laptop Case,third_party,Card,5,800,0,4000.0
T0001763,C01273,2021-07-22,Shampoo,third_party,Card,1,120,0,120.0
T0001764,C01031,2024-02-16,Snacks,third_party,UPI/Wallet,1,50,0,50.0
T0001765,C00613,2024-08-12,Oil,third_party,UPI/Wallet,1,200,0,200.0
T0001766,C01684,2023-08-29,Shampoo,third_party,UPI/Wallet,1,120,1,120.0
T0001767,C01565,2023-03-26,Shampoo,third_party,Cash,1,120,0,120.0
T0001768,C00419,2024-06-02,Toothpaste,third_party,Cash,1,80,1,80.0
T0001769,C01234,2024-03-09,Toothpaste,third_party,Cash,2,80,1,160.0
T0001770,C01816,2022-01-17,Shampoo,third_party,Card,2,120,1,240.0
T0001771,C00293,2022-11-11,Earphones,third_party,Card,1,600,0,600.0
T0001772,C01176,2024-08-01,Earphones,third_party,Cash,1,600,1,600.0
T0001773,C01393,2023-06-01,Chair,private,UPI/Wallet,1,1500,1,1500.0
T0001774,C00155,2023-04-18,Laptop Case,private,UPI/Wallet,2,800,1,1440.0
T0001775,C00947,2023-09-06,Soap,private,UPI/Wallet,1,40,1,40.0
T0001776,C01502,2024-04-08,Earphones,third_party,Card,1,600,1,600.0
T0001777,C01094,2023-04-23,Rice,private,UPI/Wallet,1,60,0,60.0
T0001778,C01055,2023-12-14,C-Type Cable,third_party,Cash,1,300,0,300.0
T0001779,C00065,2024-02-24,Shampoo,third_party,Cash,15,120,1,1800.0
T0001780,C01133,2023-09-25,Earphones,third_party,UPI/Wallet,1,600,0,600.0
T0001781,C01708,2023-08-31,Toothpaste,third_party,Cash,1,80,0,80.0
T0001782,C01106,2020-08-18,Earphones,third_party,Cash,5,600,1,3000.0
T0001783,C01366,2023-02-17,Laptop Case,third_party,UPI/Wallet,2,800,1,1600.0
T0001784,C01751,2023-08-02,Snacks,third_party,Cash,1,50,0,45.0
T0001785,C01967,2023-09-26,Chair,third_party,Cash,10,1500,0,15000.0
T0001786,C01392,2023-09-10,Oil,third_party,Card,3,200,0,600.0
T0001787,C01781,2024-08-23,Earphones,third_party,Card,1,600,1,600.0
T0001788,C01143,2024-02-16,Toothpaste,third_party,Card,1,80,1,80.0
T0001789,C01167,2024-02-17,Rice,third_party,UPI/Wallet,1,60,0,60.0
T0001790,C01088,2023-09-09,Chair,private,Cash,5,1500,0,6750.0
T0001791,C01537,2022-11-18,Soap,third_party,Cash,5,40,0,200.0
T0001792,C01882,2021-03-10,Toothpaste,private,Cash,15,80,0,1200.0
T0001793,C00562,2022-02-20,Oil,third_party,Card,1,200,1,180.0
T0001794,C01926,2020-11-07,Rice,third_party,Cash,3,60,0,180.0
T0001795,C00705,2022-09-21,Earphones,third_party,Cash,5,600,1,3000.0
T0001796,C01574,2023-07-10,Shampoo,private,Cash,5,120,0,600.0
T0001797,C00442,2021-07-02,Toothpaste,third_party,Card,1,80,1,80.0
T0001798,C00797,2024-04-02,Toothpaste,third_party,Card,2,80,1,160.0
T0001799,C01231,2022-02-12,C-Type Cable,private,Cash,1,300,0,300.0
T0001800,C01002,2024-02-19,Snacks,third_party,UPI/Wallet,1,50,1,50.0
T0001801,C00341,2024-04-15,Earphones,private,Card,2,600,0,1200.0
T0001802,C01939,2022-10-31,Snacks,third_party,UPI/Wallet,1,50,1,50.0
T0001803,C01595,2022-04-26,Shampoo,third_party,Cash,1,120,1,120.0
T0001804,C01098,2023-04-19,Laptop Case,third_party,UPI/Wallet,2,800,1,1600.0
T0001805,C00658,2022-08-14,Laptop Case,private,UPI/Wallet,1,800,1,720.0
T0001806,C01724,2024-07-17,Oil,private,Cash,5,200,1,900.0
T0001807,C01029,2022-12-22,Oil,third_party,Card,2,200,0,360.0
T0001808,C01877,2024-05-01,Rice,third_party,Card,2,60,1,120.0
T0001809,C00530,2023-12-24,Chair,third_party,Cash,1,1500,1,1500.0
T0001810,C00731,2022-02-03,Shampoo,private,UPI/Wallet,5,120,1,540.0
T0001811,C01617,2023-10-28,Chair,private,UPI/Wallet,1,1500,1,1350.0
T0001812,C00593,2024-06-06,Earphones,private,Card,1,600,0,600.0
T0001813,C00256,2023-12-09,Laptop Case,private,Cash,1,800,0,800.0
T0001814,C01320,2024-07-09,Laptop Case,third_party,Card,15,800,0,12000.0
T0001815,C01037,2024-08-11,Laptop Case,third_party,UPI/Wallet,3,800,0,2400.0
T0001816,C00357,2022-08-07,Chair,third_party,Card,1,1500,1,1350.0
T0001817,C01402,2023-12-16,Snacks,private,UPI/Wallet,1,50,1,50.0
T0001818,C01704,2023-07-15,Soap,third_party,Card,2,40,0,72.0
T0001819,C01157,2022-12-07,Snacks,third_party,Cash,2,50,1,100.0
T0001820,C00782,2024-08-18,Chair,private,UPI/Wallet,1,1500,1,1500.0
T0001821,C01214,2022-03-08,C-Type Cable,third_party,Card,1,300,0,300.0
T0001822,C00812,2022-02-03,Shampoo,third_party,Card,1,120,1,120.0
T0001823,C01856,2024-05-02,Oil,private,UPI/Wallet,1,200,0,200.0
T0001824,C00230,2024-08-14,Rice,third_party,Card,1,60,0,60.0
T0001825,C01089,2024-03-08,Soap,third_party,Card,2,40,0,72.0
T0001826,C00175,2023-04-28,Laptop Case,third_party,Card,2,800,1,1440.0
T0001827,C00604,2021-04-25,C-Type Cable,private,UPI/Wallet,10,300,1,3000.0
T0001828,C01924,2023-08-29,Earphones,third_party,Card,1,600,0,600.0
T0001829,C01796,2024-04-10,Oil,third_party,Card,5,200,1,1000.0
T0001830,C00259,2024-04-24,Laptop Case,third_party,Cash,3,800,0,2160.0
T0001831,C00904,2024-03-26,Earphones,third_party,UPI/Wallet,1,600,0,600.0
T0001832,C00613,2023-12-28,Laptop Case,third_party,Card,2,800,0,1600.0
T0001833,C01897,2024-08-21,Oil,third_party,Card,1,200,1,200.0
T0001834,C01618,2021-03-25,Toothpaste,third_party,Card,1,80,0,80.0
T0001835,C00802,2023-09-02,Laptop Case,private,Cash,1,800,0,800.0
T0001836,C01030,2023-12-27,Oil,third_party,Cash,3,200,0,600.0
T0001837,C01249,2023-08-28,Chair,third_party,Card,1,1500,0,1500.0
T0001838,C00047,2020-08-03,Earphones,third_party,UPI/Wallet,5,600,0,3000.0
T0001839,C00912,2021-04-20,Chair,third_party,Cash,1,1500,1,1500.0
T0001840,C01199,2023-12-01,Soap,private,Cash,3,40,1,120.0
T0001841,C01103,2023-01-14,Rice,third_party,UPI/Wallet,1,60,0,60.0
T0001842,C01370,2022-12-06,Oil,private,Cash,2,200,0,360.0
T0001843,C00494,2023-03-22,Earphones,private,UPI/Wallet,1,600,0,600.0
T0001844,C00972,2024-07-19,Toothpaste,private,Card,5,80,0,400.0
T0001845,C00874,2023-02-22,Rice,third_party,Card,2,60,0,120.0
T0001846,C01469,2024-01-24,Snacks,private,Cash,1,50,1,50.0
T0001847,C00945,2023-12-12,Soap,third_party,UPI/Wallet,10,40,1,400.0
T0001848,C01552,2024-05-29,C-Type Cable,private,Cash,1,300,1,300.0
T0001849,C01228,2024-01-03,C-Type Cable,third_party,Cash,1,300,0,300.0
T0001850,C01284,2024-03-05,Oil,third_party,Card,15,200,0,3000.0
T0001851,C01958,2023-08-29,Toothpaste,third_party,UPI/Wallet,1,80,1,80.0
T0001852,C01681,2024-08-26,C-Type Cable,private,Cash,1,300,1,300.0
T0001853,C01797,2024-04-18,Snacks,private,Card,1,50,0,50.0
T0001854,C01717,2024-05-26,Laptop Case,third_party,Cash,1,800,1,720.0
T0001855,C00325,2023-12-20,Laptop Case,third_party,UPI/Wallet,15,800,1,12000.0
T0001856,C00703,2024-07-13,Soap,private,Card,1,40,1,40.0
T0001857,C01674,2022-03-19,C-Type Cable,private,UPI/Wallet,5,300,1,1500.0
T0001858,C00663,2023-01-13,Soap,private,UPI/Wallet,5,40,1,200.0
T0001859,C00544,2024-01-18,Rice,third_party,Cash,15,60,0,900.0
T0001860,C01120,2023-08-07,Rice,private,Cash,15,60,1,810.0
T0001861,C00860,2023-06-19,Soap,third_party,UPI/Wallet,10,40,0,400.0
T0001862,C00531,2021-04-20,Toothpaste,third_party,UPI/Wallet,1,80,0,80.0
T0001863,C01627,2022-11-06,Soap,third_party,UPI/Wallet,1,40,0,40.0
T0001864,C00824,2023-01-30,Toothpaste,third_party,UPI/Wallet,5,80,0,400.0
T0001865,C00355,2021-08-09,Laptop Case,third_party,UPI/Wallet,5,800,1,4000.0
T0001866,C01785,2022-12-06,Oil,third_party,UPI/Wallet,1,200,0,200.0
T0001867,C01571,2023-02-21,Oil,third_party,Cash,5,200,1,900.0
T0001868,C00545,2024-05-03,Soap,private,UPI/Wallet,15,40,0,600.0
T0001869,C01552,2023-04-11,C-Type Cable,third_party,UPI/Wallet,3,300,0,900.0
T0001870,C01940,2024-02-05,Soap,third_party,Cash,3,40,1,120.0
T0001871,C00963,2021-01-21,Chair,third_party,UPI/Wallet,1,1500,0,1500.0
T0001872,C00440,2024-06-23,C-Type Cable,private,Cash,1,300,1,270.0
T0001873,C01470,2021-08-22,Rice,third_party,Cash,2,60,1,108.0
T0001874,C01692,2023-10-12,C-Type Cable,third_party,Cash,1,300,1,270.0
T0001875,C00542,2024-06-18,Shampoo,third_party,Cash,10,120,0,1200.0
T0001876,C00477,2021-10-02,Snacks,third_party,Card,2,50,1,100.0
T0001877,C00015,2022-10-24,Toothpaste,third_party,Cash,1,80,1,80.0
T0001878,C01718,2024-01-28,Toothpaste,private,Card,1,80,1,80.0
T0001879,C00492,2024-06-12,Laptop Case,third_party,Card,1,800,1,720.0
T0001880,C01300,2024-02-26,Shampoo,private,Card,1,120,0,120.0
T0001881,C01507,2023-08-01,Laptop Case,third_party,Card,2,800,1,1600.0
T0001882,C00364,2023-10-30,Oil,private,Card,1,200,0,180.0
T0001883,C00029,2022-10-12,Toothpaste,third_party,UPI/Wallet,2,80,0,144.0
T0001884,C00205,2024-01-09,Snacks,third_party,Cash,2,50,0,100.0
T0001885,C01077,2023-09-02,C-Type Cable,private,Cash,1,300,1,270.0
T0001886,C01119,2022-06-09,C-Type Cable,third_party,Cash,2,300,0,600.0
T0001887,C00066,2024-04-27,Earphones,private,Card,3,600,1,1800.0
T0001888,C00144,2024-01-19,Earphones,third_party,UPI/Wallet,1,600,0,540.0
T0001889,C00953,2023-03-07,Chair,third_party,Cash,1,1500,1,1500.0
T0001890,C00684,2024-06-13,Earphones,third_party,Card,1,600,0,600.0
T0001891,C00184,2020-03-23,Soap,third_party,Card,1,40,0,36.0
T0001892,C00224,2023-11-08,Soap,third_party,Cash,1,40,1,40.0
T0001893,C01342,2024-04-15,C-Type Cable,third_party,Cash,1,300,1,300.0
T0001894,C01889,2024-07-05,Toothpaste,third_party,Card,3,80,0,240.0
T0001895,C01121,2024-04-10,Snacks,third_party,Card,1,50,1,50.0
T0001896,C00111,2023-12-29,Shampoo,third_party,Card,3,120,0,324.0
T0001897,C00296,2024-08-10,Snacks,third_party,Card,1,50,0,50.0
T0001898,C01204,2024-03-13,Toothpaste,third_party,UPI/Wallet,1,80,0,80.0
T0001899,C00625,2023-01-17,Chair,third_party,Cash,1,1500,1,1500.0
T0001900,C00427,2023-08-25,Shampoo,third_party,Card,2,120,0,240.0
T0001901,C00268,2022-12-28,Chair,third_party,UPI/Wallet,2,1500,1,3000.0
T0001902,C00050,2023-07-08,Shampoo,private,UPI/Wallet,1,120,1,120.0
T0001903,C00719,2024-08-09,Snacks,third_party,Cash,1,50,0,50.0
T0001904,C01905,2023-12-18,Laptop Case,third_party,Cash,3,800,1,2400.0
T0001905,C00829,2022-05-24,Toothpaste,third_party,Card,3,80,1,240.0
T0001906,C00877,2023-07-23,Laptop Case,third_party,Card,1,800,1,800.0
T0001907,C01860,2024-03-26,Rice,third_party,Card,1,60,1,54.0
T0001908,C01535,2022-07-06,Soap,third_party,Cash,2,40,0,80.0
T0001909,C01005,2023-04-11,Toothpaste,third_party,Cash,1,80,1,80.0
T0001910,C00104,2023-12-19,C-Type Cable,third_party,UPI/Wallet,2,300,0,600.0
T0001911,C01971,2024-08-18,Shampoo,third_party,Cash,3,120,1,360.0
T0001912,C01045,2021-12-14,C-Type Cable,private,Cash,10,300,0,2700.0
T0001913,C01176,2023-09-06,Laptop Case,third_party,Cash,1,800,0,800.0
T0001914,C00020,2023-05-08,Shampoo,private,UPI/Wallet,1,120,1,120.0
T0001915,C01521,2021-01-05,Shampoo,third_party,Card,1,120,0,120.0
T0001916,C01560,2023-06-09,Soap,private,UPI/Wallet,1,40,1,40.0
T0001917,C00598,2023-09-05,C-Type Cable,third_party,UPI/Wallet,1,300,0,270.0
T0001918,C01068,2023-09-14,Earphones,third_party,Cash,1,600,0,600.0
T0001919,C00832,2022-09-22,Rice,private,Cash,15,60,1,900.0
T0001920,C01519,2023-09-12,Shampoo,third_party,Card,1,120,0,120.0
T0001921,C01520,2023-12-17,Earphones,third_party,UPI/Wallet,10,600,1,6000.0
T0001922,C01266,2024-02-21,Rice,third_party,UPI/Wallet,1,60,1,60.0
T0001923,C01726,2024-07-11,Snacks,third_party,UPI/Wallet,5,50,1,250.0
T0001924,C00529,2023-03-20,C-Type Cable,private,UPI/Wallet,1,300,1,300.0
T0001925,C00511,2022-10-09,C-Type Cable,private,Cash,1,300,1,270.0
T0001926,C00197,2021-08-27,Laptop Case,third_party,UPI/Wallet,1,800,1,800.0
T0001927,C00676,2022-08-24,Laptop Case,private,Card,1,800,0,800.0
T0001928,C00388,2022-04-06,Toothpaste,third_party,Cash,2,80,1,160.0
T0001929,C01562,2023-02-21,Soap,private,Card,1,40,1,40.0
T0001930,C01178,2024-08-23,Earphones,third_party,UPI/Wallet,1,600,1,600.0
T0001931,C00885,2024-03-08,Chair,private,Cash,1,1500,0,1500.0
T0001932,C01319,2022-12-08,Rice,third_party,UPI/Wallet,2,60,0,120.0
T0001933,C00312,2022-03-22,Shampoo,third_party,UPI/Wallet,1,120,1,120.0
T0001934,C00306,2020-04-04,C-Type Cable,private,UPI/Wallet,1,300,0,300.0
T0001935,C01411,2023-10-25,Oil,third_party,Card,1,200,0,200.0
T0001936,C00328,2022-08-03,Soap,private,Cash,1,40,1,36.0
T0001937,C01270,2020-12-28,Snacks,third_party,Cash,1,50,1,45.0
T0001938,C00238,2024-08-07,C-Type Cable,third_party,UPI/Wallet,2,300,1,600.0
T0001939,C00037,2024-04-27,Toothpaste,third_party,Cash,5,80,0,360.0
T0001940,C01233,2023-09-13,Shampoo,private,Card,1,120,0,108.0
T0001941,C00262,2024-08-20,Laptop Case,private,Cash,1,800,0,720.0
T0001942,C01801,2023-12-25,Shampoo,private,UPI/Wallet,10,120,1,1080.0
T0001943,C00184,2021-03-31,Shampoo,private,UPI/Wallet,10,120,1,1080.0
T0001944,C01507,2024-05-25,C-Type Cable,third_party,UPI/Wallet,1,300,1,300.0
T0001945,C01486,2022-12-18,Rice,third_party,Cash,1,60,0,60.0
T0001946,C00859,2024-07-31,Soap,third_party,Cash,1,40,0,40.0
T0001947,C00682,2024-07-20,Soap,private,UPI/Wallet,1,40,0,40.0
T0001948,C00634,2023-02-13,Chair,third_party,Card,1,1500,1,1350.0
T0001949,C00840,2023-04-29,Laptop Case,private,Cash,10,800,0,8000.0
T0001950,C01369,2024-07-11,Shampoo,third_party,UPI/Wallet,15,120,1,1800.0
T0001951,C01441,2023-02-14,C-Type Cable,third_party,Card,10,300,0,3000.0
T0001952,C00566,2024-08-05,Snacks,third_party,Card,2,50,1,100.0
T0001953,C00906,2023-02-22,Laptop Case,third_party,UPI/Wallet,1,800,1,800.0
T0001954,C01700,2023-12-04,Snacks,third_party,UPI/Wallet,1,50,0,50.0
T0001955,C00075,2020-06-01,C-Type Cable,third_party,UPI/Wallet,1,300,1,300.0
T0001956,C00990,2022-03-30,Toothpaste,third_party,Card,1,80,1,80.0
T0001957,C00630,2021-10-23,Rice,private,UPI/Wallet,1,60,1,60.0
T0001958,C01941,2023-04-24,Snacks,private,UPI/Wallet,1,50,1,50.0
T0001959,C01239,2021-12-07,Oil,private,Cash,1,200,0,200.0
T0001960,C01352,2022-12-20,Toothpaste,third_party,Cash,2,80,0,144.0
T0001961,C01455,2022-08-07,Earphones,third_party,UPI/Wallet,1,600,0,600.0
T0001962,C00950,2021-05-14,Soap,private,Cash,2,40,1,80.0
T0001963,C01387,2024-07-28,Earphones,third_party,UPI/Wallet,1,600,0,600.0
T0001964,C01082,2022-11-01,Laptop Case,private,UPI/Wallet,3,800,0,2400.0
T0001965,C00830,2024-05-22,Toothpaste,third_party,Cash,1,80,0,80.0
T0001966,C00373,2024-02-13,Snacks,private,Card,5,50,0,250.0
T0001967,C00572,2023-09-14,Snacks,third_party,Cash,1,50,0,50.0
T0001968,C00105,2022-05-26,Toothpaste,third_party,Card,15,80,0,1200.0
T0001969,C00491,2024-07-13,Chair,private,UPI/Wallet,2,1500,1,2700.0
T0001970,C00120,2023-06-30,Soap,private,Cash,15,40,0,600.0
T0001971,C01128,2023-10-29,Earphones,third_party,Cash,10,600,0,5400.0
T0001972,C00566,2024-01-04,Rice,third_party,Card,1,60,0,60.0
T0001973,C01537,2023-07-21,Chair,third_party,Card,1,1500,1,1350.0
T0001974,C01535,2022-11-08,Snacks,third_party,Cash,3,50,1,150.0
T0001975,C01264,2024-05-01,Rice,third_party,UPI/Wallet,1,60,1,60.0
T0001976,C01303,2024-04-28,Chair,third_party,Card,1,1500,0,1500.0
T0001977,C00158,2023-11-17,Soap,third_party,Card,1,40,0,40.0
T0001978,C00047,2023-09-14,Chair,third_party,UPI/Wallet,1,1500,1,1500.0
T0001979,C00008,2023-05-21,Chair,private,Cash,1,1500,0,1500.0
T0001980,C01937,2021-10-21,C-Type Cable,private,UPI/Wallet,1,300,0,300.0
T0001981,C00963,2022-01-15,Shampoo,private,UPI/Wallet,1,120,1,120.0
T0001982,C01005,2024-03-02,Snacks,third_party,Cash,1,50,0,50.0
T0001983,C00859,2021-05-10,Laptop Case,third_party,Cash,5,800,0,4000.0
T0001984,C01121,2023-10-01,Rice,third_party,Card,2,60,1,120.0
T0001985,C01988,2024-01-11,Laptop Case,private,Card,1,800,1,720.0
T0001986,C01573,2020-09-12,Shampoo,private,Cash,1,120,0,120.0
T0001987,C00249,2022-05-30,C-Type Cable,third_party,Card,3,300,1,900.0
T0001988,C01735,2024-08-30,Chair,private,Cash,2,1500,1,3000.0
T0001989,C01398,2022-12-15,Oil,private,Cash,2,200,0,400.0
T0001990,C01873,2024-01-21,Oil,third_party,Cash,10,200,0,2000.0
T0001991,C01507,2024-06-27,Snacks,third_party,Cash,5,50,1,225.0
T0001992,C00984,2023-12-23,Rice,private,UPI/Wallet,1,60,1,60.0
T0001993,C00321,2022-03-14,Toothpaste,third_party,UPI/Wallet,2,80,0,160.0
T0001994,C01773,2023-10-06,Soap,third_party,Card,1,40,0,40.0
T0001995,C00021,2022-05-11,Toothpaste,third_party,UPI/Wallet,2,80,0,160.0
T0001996,C00648,2023-10-11,Soap,private,Cash,1,40,1,40.0
